,pos,last_pos,peak,num_weeks,album,artist,entry_date,entry_pos,peak_pos,week,in
1501,102,1359,9,20,The Thrill Of It All,SAM SMITH,2018-05-05,9,9,20180915,1501
1502,103,1396,2,55,Project Baby Two,KODAK BLACK,2017-09-09,2,2,20180915,1502
1503,104,1403,2,221,In The Lonely Hour,SAM SMITH,2014-07-05,2,2,20180915,1503
1504,105,1399,1,158,Beauty Behind The Madness,THE WEEKND,2015-09-19,1,1,20180915,1504
1505,106,1420,98,25,Icon: Greatest Hits,BOB SEGER & THE SILVER BULLET BAND,2018-03-31,150,98,20180915,1505
1506,107,1409,76,36,Greatest Hits So Far...,ZAC BROWN BAND,2018-01-13,184,76,20180915,1506
1507,108,1408,3,38,The Beautiful & Damned,G-EAZY,2018-01-03,3,3,20180915,1507
1508,109,1384,60,13,Their Greatest Hits 1971-1975,EAGLES,2018-06-23,196,60,20180915,1508
1509,110,1390,4,15,Testing,A$AP ROCKY,2018-06-09,4,4,20180915,1509
1510,111,1400,6,18,SR3MM,RAE SREMMURD & SWAE LEE & SLIM JXMMI,2018-05-19,6,6,20180915,1510
1511,112,1407,1,39,What Makes You Country,LUKE BRYAN,2017-12-30,1,1,20180915,1511
1512,113,1406,31,65,1989,TAYLOR SWIFT,2017-07-01,31,31,20180915,1512
1513,114,1413,45,102,California Sunrise,JON PARDI,2016-10-15,184,45,20180915,1513
1514,115,1300,115,1,Thriller,MICHAEL JACKSON,2018-09-15,115,115,20180915,1514
1515,116,1410,5,85,2014 Forest Hills Drive,J. COLE,2017-02-11,5,5,20180915,1515
1516,117,1434,11,84,Metallica,METALLICA,2017-02-18,11,11,20180915,1516
1517,118,1411,74,36,Freudian,DANIEL CAESAR,2018-01-13,122,74,20180915,1517
1518,119,1414,27,61,Dua Lipa,DUA LIPA,2017-07-29,162,27,20180915,1518
1519,120,1416,3,202,Montevallo,SAM HUNT,2014-11-15,3,3,20180915,1519
1520,121,1417,11,6,Trolls OST,VARIOUS ARTISTS,2018-08-11,11,11,20180915,1520
1521,122,1418,1,137,ANTI,RIHANNA,2016-02-13,27,1,20180915,1521
1522,123,1300,123,1,Greatest Hits,GUNS N'ROSES,2018-09-15,123,123,20180915,1522
1523,124,1419,1,66,hopeless fountain kingdom,HALSEY,2017-06-24,1,1,20180915,1523
1524,125,1372,72,2,Florida Georgia Line EP,FLORIDA GEORGIA LINE,2018-09-08,72,72,20180915,1524
1525,126,1421,37,25,"Love, Simon OST",VARIOUS ARTISTS,2018-03-31,37,37,20180915,1525
1526,127,1415,1,23,My Dear Melancholy EP,THE WEEKND,2018-04-14,1,1,20180915,1526
1527,128,1426,29,40,A Decade Of Destruction,FIVE FINGER DEATH PUNCH,2017-12-23,29,29,20180915,1527
1528,129,1423,27,198,"good kid, m.A.A.d city",KENDRICK LAMAR,2014-12-13,181,27,20180915,1528
1529,130,1300,130,1,Graffiti U,KEITH URBAN,2018-09-15,130,130,20180915,1529
1530,131,1412,25,10,Gold - Greatest Hits,ABBA,2018-07-14,170,25,20180915,1530
1531,132,1433,72,36,Greatest Hits,THE NOTORIOUS B.I.G.,2018-01-13,175,72,20180915,1531
1532,133,1422,26,6,Queen Naija EP,QUEEN NAIJA,2018-08-11,26,26,20180915,1532
1533,134,1300,134,1,Living With A Fire,JESUS CULTURE,2018-09-15,134,134,20180915,1533
1534,135,1425,13,12,Redemption,JAY ROCK,2018-06-30,13,13,20180915,1534
1535,136,1438,122,17,Back In Black,AC/DC,2018-05-26,149,122,20180915,1535
1536,137,1437,2,70,From A Room: Volume 1,CHRIS STAPLETON,2017-05-27,2,2,20180915,1536
1537,138,1430,4,16,And Justice For None,FIVE FINGER DEATH PUNCH,2018-06-02,4,4,20180915,1537
1538,139,1431,28,12,Revenge,XXXTENTACION,2018-06-30,30,28,20180915,1538
1539,140,1432,1,84,Culture,MIGOS,2017-02-18,1,1,20180915,1539
1540,141,1424,95,37,Dig Your Roots,FLORIDA GEORGIA LINE,2018-01-06,156,95,20180915,1540
1541,142,1427,90,36,Nothing Was The Same,DRAKE,2018-01-13,128,90,20180915,1541
1542,143,1440,1,138,Death Of A Bachelor,PANIC! AT THE DISCO,2016-02-06,1,1,20180915,1542
1543,144,1428,110,37,Happy Endings,OLD DOMINION,2018-01-06,199,110,20180915,1543
1544,145,1300,145,1,Recovery,EMINEM,2018-09-15,145,122,20180915,1544
1545,146,1448,92,37,Doo-Wops & Hooligans,BRUNO MARS,2018-01-06,166,92,20180915,1545
1546,147,1441,141,2,Greatest Hits,RED HOT CHILI PEPPERS,2018-09-08,141,141,20180915,1546
1547,148,1451,7,70,There's Really A Wolf,RUSS,2017-05-27,7,7,20180915,1547
1548,149,1435,3,49,Tell Me You Love Me,DEMI LOVATO,2017-10-21,3,3,20180915,1548
1549,150,1300,150,1,Return On The Trill,BUN-B,2018-09-15,150,150,20180915,1549
1550,151,1439,28,18,Simi,BLOCBOY JB,2018-05-19,28,28,20180915,1550
1551,152,1442,4,45,Without Warning,"21 SAVAGE, OFFSET & METRO BOOMIN",2017-11-18,4,4,20180915,1551
1552,153,1446,42,8,Real Hasta La Muerte,ANUEL AA,2018-07-28,51,42,20180915,1552
1553,154,1461,112,17,Sounds Of Summer:The Very Best Of The Beach Boys,THE BEACH BOYS,2018-05-26,193,112,20180915,1553
1554,155,1444,38,38,1,THE BEATLES,2018-01-03,175,38,20180915,1554
1555,156,1388,88,30,Mothership,LED ZEPPELIN,2018-02-24,197,88,20180915,1555
1556,157,1450,46,43,Illuminate,SHAWN MENDES,2017-12-02,84,46,20180915,1556
1557,158,1449,17,21,Too Hard,LIL BABY,2018-04-28,17,17,20180915,1557
1558,159,1300,159,1,Coming Home,LEON BRIDGES,2018-09-15,159,159,20180915,1558
1559,160,1455,152,9,Blonde,FRANK OCEAN,2018-07-21,183,152,20180915,1559
1560,161,1335,35,2,Milky Way,BAS,2018-09-08,35,35,20180915,1560
1561,162,1453,109,36,Tangled Up,THOMAS RHETT,2018-01-13,154,109,20180915,1561
1562,163,1462,143,8,Abbey Road,THE BEATLES,2018-07-28,155,143,20180915,1562
1563,164,1457,1,146,25,ADELE,2015-12-12,1,1,20180915,1563
1564,165,1300,165,1,bloom,MACHINE GUN KELLY,2018-09-15,165,165,20180915,1564
1565,166,1460,8,154,TRAPSOUL,BRYSON TILLER,2015-10-17,11,8,20180915,1565
1566,167,1458,120,27,Reloaded: 20 #1 Hits,BLAKE SHELTON,2018-03-17,150,120,20180915,1566
1567,168,1405,11,5,Bet On Me,MONEYBAGG YO,2018-08-18,11,11,20180915,1567
1568,169,1454,111,20,Dangerous Woman,ARIANA GRANDE,2018-05-05,146,111,20180915,1568
1569,170,1447,1,26,Bobby Tarantino II,LOGIC,2018-03-24,1,1,20180915,1569
1570,171,1300,171,1,Good Thing,LEON BRIDGES,2018-09-15,171,171,20180915,1570
1571,172,1456,8,16,Reckless,NAV,2018-06-02,8,8,20180915,1571
1572,173,1464,162,7,21,ADELE,2018-08-04,162,150,20180915,1572
1573,174,1466,139,11,Hot Rocks 1964-1971,THE ROLLING STONES,2018-07-07,196,139,20180915,1573
1574,175,1300,175,1,From The Fires,GRETA VAN FLEET,2018-09-15,175,175,20180915,1574
1575,176,1465,19,5,NOW That's What I Call Music! 67,VARIOUS ARTISTS,2018-08-18,19,19,20180915,1575
1576,177,1483,177,7,Ultimate Sinatra,FRANK SINATRA,2018-08-04,190,177,20180915,1576
1577,178,1459,134,15,[Hybrid Theory],LINKIN PARK,2018-06-09,185,134,20180915,1577
1578,179,1300,179,1,The Eminem Show,EMINEM,2018-09-15,179,179,20180915,1578
1579,180,1473,124,19,Here's To The Good Times,FLORIDA GEORGIA LINE,2018-05-12,170,124,20180915,1579
1580,181,1469,15,15,Vibras,J BALVIN,2018-06-09,15,15,20180915,1580
1581,182,1491,92,25,Greatest Hits: The Ultimate Collection,BON JOVI,2018-03-31,171,92,20180915,1581
1582,183,1300,183,1,Greatest Hits,"EARTH, WIND & FIRE",2018-09-15,183,183,20180915,1582
1583,184,1474,145,7,Flower Boy,"TYLER, THE CREATOR",2018-08-04,175,145,20180915,1583
1584,185,1486,180,9,I Am... Sasha Fierce,BEYONCE,2018-07-21,195,180,20180915,1584
1585,186,1500,186,5,Hozier,HOZIER,2018-08-18,195,133,20180915,1585
1586,187,1472,1,74,Memories... Do Not Open,THE CHAINSMOKERS,2017-04-29,1,1,20180915,1586
1587,188,1463,161,10,Simon And Gafunkel's Greatest Hits,SIMON & GARFUNKEL,2018-07-14,161,161,20180915,1587
1588,189,1489,178,10,Greatest Hits: Decade #1,CARRIE UNDERWOOD,2018-07-14,181,153,20180915,1588
1589,190,1479,5,50,Trip,JHENE AIKO,2017-10-14,5,5,20180915,1589
1590,191,1477,177,4,The Life Of Pablo,KANYE WEST,2018-08-25,187,175,20180915,1590
1591,192,1478,114,37,Purpose,JUSTIN BIEBER,2018-01-06,176,114,20180915,1591
1592,193,1429,53,3,Onepointfive,AMINE,2018-09-01,53,53,20180915,1592
1593,194,1492,159,10,Number One Hits,TIM McGRAW,2018-07-14,159,159,20180915,1593
1594,195,1476,88,36,If You're Reading This It's Too Late,DRAKE,2018-01-13,144,88,20180915,1594
1595,196,1487,150,10,The Hits,BILLY JOEL,2018-07-14,165,150,20180915,1595
1596,197,1480,8,121,Coloring Book,CHANCE THE RAPPER,2016-06-04,8,8,20180915,1596
1597,198,1481,181,2,Light Of Mine,KYLE,2018-09-08,181,181,20180915,1597
1598,199,1300,199,1,The Marshall Mathers LP 2,EMINEM,2018-09-15,199,199,20180915,1598
1599,200,1475,9,9,Legends Of The Summer EP,MEEK MILL,2018-07-21,9,9,20180915,1599
